tenure,amount,rate,residence,age,credits,maintenance,history,savings,employment,property,job,status,purpose,guarantor,installments,housing,telephone,foreign,sex,personal,label
6,1957,1,4,31,1,1,critical,"[0, 100)","[4, 7)",car,skilled,overdrawn,television,none,none,ownership,none,True,female,female divorced/separated/married,0
9,2406,2,3,31,1,1,critical,"[0, 100)",unemployed,car,white color,no account,furniture,none,none,ownership,none,True,male,male single,0
39,11760,2,3,32,1,1,delay,"[100, 500)","[4, 7)",none,skilled,petty,education,none,none,rent,yes,True,male,male single,0
12,2578,3,4,55,1,1,so far so good,"[0, 100)",unemployed,none,white color,overdrawn,furniture,none,none,without payment,none,True,female,female divorced/separated/married,0
36,2348,3,2,46,2,1,critical,"[0, 100)","[1, 4)",building savings / life insurance,skilled,overdrawn,furniture,none,none,ownership,yes,True,male,male married/widowed,0
12,1223,1,1,46,2,1,so far so good,"[0, 100)","[7, inf)",real estate,skilled,petty,car,none,none,rent,none,True,male,male divorced/separated,1
24,1516,4,1,43,2,1,critical,"[1000, inf)","[1, 4)",real estate,unskilled,no account,television,none,none,ownership,none,True,female,female divorced/separated/married,0
18,1473,3,4,39,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,no account,television,none,none,ownership,yes,True,male,male married/widowed,0
18,1887,4,4,28,2,1,critical,no savings,"[1, 4)",real estate,skilled,petty,business,none,loan,ownership,none,True,male,male married/widowed,0
24,8648,2,2,27,2,1,delay,"[0, 100)","[0, 1)",car,skilled,no account,business,none,loan,ownership,yes,True,male,male single,1
14,802,4,2,27,2,1,delay,"[0, 100)","[1, 4)",car,unskilled,no account,car,none,none,ownership,none,True,male,male single,0
18,2899,4,4,43,1,2,delay,no savings,"[7, inf)",car,skilled,petty,car,none,none,ownership,none,True,male,male single,0
24,2039,1,1,22,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,skilled,petty,television,none,none,ownership,yes,True,male,male married/widowed,1
24,2197,4,4,43,2,2,critical,no savings,"[4, 7)",car,skilled,no account,used car,none,none,ownership,yes,True,male,male single,0
15,1053,4,2,27,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,overdrawn,television,none,none,ownership,none,False,male,male married/widowed,0
24,3235,3,2,26,1,1,so far so good,"[500, 1000)","[7, inf)",car,white color,no account,television,none,none,ownership,yes,True,male,male divorced/separated,0
12,939,4,2,28,3,1,critical,"[500, 1000)","[4, 7)",real estate,skilled,salary,car,none,none,ownership,yes,True,male,male married/widowed,1
24,1967,4,4,20,1,1,so far so good,"[0, 100)","[7, inf)",car,skilled,petty,television,none,none,ownership,yes,True,female,female divorced/separated/married,0
33,7253,3,2,35,2,1,critical,"[0, 100)","[4, 7)",car,white color,no account,used car,none,none,ownership,yes,True,male,male single,0
12,2292,4,2,42,2,1,critical,"[0, 100)",unemployed,car,white color,no account,business,none,consumer,ownership,yes,True,male,male single,1
10,1597,3,2,40,1,2,so far so good,"[500, 1000)","[1, 4)",none,unskilled,no account,car,none,none,rent,none,False,male,male single,0
24,1381,4,2,35,1,1,so far so good,no savings,"[1, 4)",building savings / life insurance,skilled,overdrawn,car,none,none,ownership,none,True,female,female divorced/separated/married,1
36,5842,2,2,35,2,2,critical,"[0, 100)","[7, inf)",building savings / life insurance,skilled,no account,used car,none,none,ownership,yes,True,male,male single,0
12,2579,4,1,33,1,2,so far so good,"[0, 100)","[0, 1)",real estate,unskilled,overdrawn,car,none,none,ownership,none,True,male,male single,1
18,8471,1,2,23,2,1,delay,no savings,"[1, 4)",car,skilled,overdrawn,education,none,none,rent,yes,True,female,female divorced/separated/married,0
21,2782,1,2,31,1,1,so far so good,"[500, 1000)","[4, 7)",car,white color,no account,car,none,loan,ownership,none,True,female,female divorced/separated/married,0
18,1042,4,2,33,1,1,so far so good,no savings,"[1, 4)",building savings / life insurance,skilled,petty,car,none,none,ownership,none,True,female,female divorced/separated/married,1
15,3186,2,3,20,1,1,so far so good,"[1000, inf)","[4, 7)",car,skilled,no account,car,none,none,rent,none,True,female,female divorced/separated/married,0
12,2028,4,2,30,1,1,so far so good,no savings,"[1, 4)",car,skilled,petty,used car,none,none,ownership,none,True,male,male single,0
12,958,2,3,47,2,2,critical,"[0, 100)","[4, 7)",real estate,unskilled,petty,car,none,none,ownership,none,True,male,male single,0
21,1591,4,3,34,2,1,delay,"[100, 500)","[4, 7)",real estate,white color,no account,furniture,none,none,ownership,none,True,male,male single,0
12,2762,1,2,25,1,1,so far so good,no savings,"[7, inf)",building savings / life insurance,skilled,petty,furniture,none,loan,ownership,yes,True,female,female divorced/separated/married,1
18,2779,1,3,21,1,1,so far so good,"[0, 100)","[1, 4)",car,skilled,petty,used car,none,none,rent,yes,True,male,male married/widowed,0
28,2743,4,2,29,2,1,critical,"[0, 100)","[7, inf)",car,skilled,no account,television,none,none,ownership,none,True,male,male single,0
18,1149,4,3,46,2,1,critical,"[1000, inf)","[1, 4)",real estate,skilled,no account,television,none,none,ownership,none,True,male,male single,0
9,1313,1,4,20,1,1,so far so good,"[0, 100)","[7, inf)",car,skilled,no account,furniture,none,none,ownership,none,True,male,male single,0
18,1190,2,4,55,3,2,critical,"[0, 100)",unemployed,none,unemployed/unskilled non-resident,overdrawn,repairs,none,none,without payment,none,True,female,female divorced/separated/married,1
5,3448,1,4,74,1,1,so far so good,"[0, 100)","[4, 7)",real estate,unskilled,no account,business,none,none,ownership,none,True,male,male single,0
24,11328,2,3,29,2,1,so far so good,"[0, 100)","[1, 4)",car,white color,petty,other,co-applicant,loan,ownership,yes,True,male,male single,1
6,1872,4,4,36,3,1,critical,"[0, 100)",unemployed,none,white color,overdrawn,furniture,none,none,without payment,yes,True,male,male single,0
24,2058,4,2,33,2,1,critical,"[0, 100)","[1, 4)",real estate,skilled,no account,repairs,none,none,ownership,yes,True,male,male divorced/separated,0
9,2136,3,2,25,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,overdrawn,furniture,none,none,ownership,none,True,male,male single,0
12,1484,2,1,25,1,1,so far so good,no savings,"[1, 4)",real estate,skilled,petty,television,none,none,ownership,yes,True,male,male married/widowed,1
6,660,2,4,23,1,1,so far so good,"[500, 1000)","[4, 7)",real estate,unskilled,no account,repairs,none,none,rent,none,True,male,male married/widowed,0
24,1287,4,4,37,2,1,critical,"[1000, inf)","[7, inf)",real estate,skilled,no account,car,none,none,ownership,yes,True,female,female divorced/separated/married,0
42,3394,4,4,65,2,1,critical,"[0, 100)",unemployed,car,unemployed/unskilled non-resident,overdrawn,repairs,co-applicant,none,ownership,none,True,male,male single,0
12,609,4,1,26,1,1,duly paid back,"[0, 100)","[0, 1)",real estate,unemployed/unskilled non-resident,salary,business,none,none,ownership,none,True,female,female divorced/separated/married,1
12,1884,4,4,39,1,1,so far so good,"[0, 100)","[7, inf)",car,white color,no account,car,none,none,ownership,yes,True,male,male single,0
12,1620,2,3,30,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,skilled,overdrawn,furniture,co-applicant,none,ownership,none,True,female,female divorced/separated/married,0
20,2629,2,3,29,2,1,delay,"[0, 100)","[1, 4)",car,skilled,petty,other,none,loan,ownership,yes,True,male,male single,0
12,719,4,4,41,1,2,so far so good,"[0, 100)","[7, inf)",car,unskilled,no account,education,none,loan,ownership,none,True,male,male single,1
48,5096,2,3,30,1,1,critical,"[0, 100)","[1, 4)",car,white color,petty,furniture,none,none,ownership,yes,True,female,female divorced/separated/married,1
9,1244,4,4,41,2,1,critical,no savings,"[7, inf)",building savings / life insurance,unskilled,no account,education,none,none,rent,none,True,female,female divorced/separated/married,0
36,1842,4,4,34,1,1,so far so good,"[0, 100)","[0, 1)",car,skilled,overdrawn,car,none,none,ownership,yes,True,female,female divorced/separated/married,1
7,2576,2,2,35,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,petty,television,guarantor,none,ownership,none,True,male,male single,0
12,1424,3,4,55,1,1,so far so good,no savings,"[7, inf)",real estate,white color,salary,furniture,none,none,ownership,yes,True,female,female divorced/separated/married,0
15,1512,3,3,61,2,1,delay,"[1000, inf)","[1, 4)",building savings / life insurance,skilled,petty,repairs,none,consumer,ownership,none,True,male,male married/widowed,1
36,11054,4,2,30,1,1,critical,no savings,"[1, 4)",car,white color,no account,used car,none,none,ownership,yes,True,male,male single,0
6,518,3,1,29,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,no account,television,none,none,ownership,none,True,female,female divorced/separated/married,0
12,2759,2,4,34,2,1,no loans,"[0, 100)","[7, inf)",building savings / life insurance,skilled,no account,furniture,none,none,ownership,none,True,male,male single,0
24,2670,4,4,35,1,1,so far so good,"[0, 100)","[7, inf)",car,white color,no account,used car,none,none,ownership,yes,True,male,male single,0
24,4817,2,3,31,1,1,so far so good,"[0, 100)","[4, 7)",building savings / life insurance,skilled,overdrawn,car,co-applicant,none,ownership,yes,True,male,male single,1
24,2679,4,1,29,1,1,so far so good,"[0, 100)","[0, 1)",none,white color,no account,used car,none,none,ownership,yes,True,female,female divorced/separated/married,0
11,3905,2,2,36,2,2,critical,"[0, 100)","[1, 4)",real estate,skilled,overdrawn,car,none,none,rent,none,True,male,male single,0
12,3386,3,4,35,1,1,so far so good,"[0, 100)","[7, inf)",none,skilled,overdrawn,used car,none,none,without payment,yes,True,male,male single,1
6,343,4,1,27,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,overdrawn,appliances,none,none,ownership,none,True,female,female divorced/separated/married,0
18,4594,3,2,32,1,1,so far so good,"[0, 100)","[0, 1)",car,skilled,no account,television,none,none,ownership,yes,True,male,male single,0
36,3620,1,2,37,1,2,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,skilled,overdrawn,furniture,guarantor,none,ownership,none,True,male,male single,0
15,1721,2,3,36,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,overdrawn,car,none,none,ownership,none,True,male,male single,0
12,3017,3,1,34,1,1,so far so good,"[0, 100)","[0, 1)",real estate,white color,petty,furniture,none,none,rent,none,True,female,female divorced/separated/married,0
12,754,4,4,38,2,1,so far so good,no savings,"[7, inf)",building savings / life insurance,skilled,petty,retraining,none,none,ownership,none,True,male,male single,0
18,1950,4,1,34,2,1,so far so good,"[0, 100)","[4, 7)",car,skilled,no account,business,none,consumer,ownership,yes,True,male,male single,0
24,2924,3,4,63,1,2,so far so good,"[0, 100)","[1, 4)",none,skilled,overdrawn,used car,guarantor,loan,ownership,yes,True,male,male single,0
24,1659,4,2,29,1,1,delay,"[0, 100)","[0, 1)",car,unskilled,overdrawn,television,none,none,rent,yes,True,female,female divorced/separated/married,1
48,7238,3,3,32,2,2,delay,no savings,"[7, inf)",car,skilled,no account,television,none,loan,ownership,none,True,male,male single,0
33,2764,2,2,26,2,1,delay,"[0, 100)","[1, 4)",car,skilled,no account,business,none,none,ownership,yes,True,female,female divorced/separated/married,0
24,4679,3,3,35,2,1,delay,"[0, 100)","[4, 7)",car,unskilled,no account,used car,none,none,ownership,yes,True,male,male single,0
24,3092,3,2,22,1,1,so far so good,"[100, 500)","[0, 1)",car,skilled,petty,television,none,none,rent,yes,True,male,male married/widowed,1
6,448,4,4,23,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,skilled,overdrawn,education,none,none,ownership,none,True,female,female divorced/separated/married,1
9,654,4,3,28,1,1,so far so good,"[0, 100)","[1, 4)",car,unskilled,overdrawn,car,none,none,ownership,none,True,male,male single,1
6,1238,4,4,36,1,2,so far so good,no savings,unemployed,building savings / life insurance,white color,no account,retraining,none,none,ownership,yes,True,male,male single,0
18,1245,4,2,33,1,1,critical,"[0, 100)","[1, 4)",car,skilled,petty,television,none,none,ownership,none,True,male,male married/widowed,1
18,3114,1,4,26,1,1,no loans,"[0, 100)","[0, 1)",building savings / life insurance,skilled,overdrawn,furniture,none,none,rent,none,True,female,female divorced/separated/married,1
39,2569,4,4,24,1,1,so far so good,"[500, 1000)","[1, 4)",car,skilled,no account,used car,none,none,ownership,none,True,male,male single,0
24,5152,4,2,25,1,1,so far so good,"[0, 100)","[4, 7)",car,skilled,salary,television,none,loan,ownership,none,True,male,male single,0
12,1037,3,4,39,1,1,so far so good,"[100, 500)","[4, 7)",real estate,unskilled,petty,business,none,none,ownership,none,True,male,male single,0
15,1478,4,4,44,2,2,critical,"[0, 100)","[7, inf)",car,skilled,overdrawn,furniture,none,none,ownership,yes,True,male,male single,0
12,3573,1,1,23,1,1,critical,"[0, 100)","[1, 4)",real estate,unskilled,petty,television,none,none,ownership,none,True,female,female divorced/separated/married,0
24,1201,4,1,26,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,skilled,petty,car,none,none,ownership,none,True,male,male single,0
30,3622,4,4,57,2,1,so far so good,"[1000, inf)","[7, inf)",building savings / life insurance,skilled,overdrawn,furniture,none,none,rent,yes,True,female,female divorced/separated/married,0
15,960,3,2,30,2,1,delay,"[1000, inf)","[4, 7)",building savings / life insurance,skilled,no account,furniture,none,none,ownership,none,True,female,female divorced/separated/married,0
12,1163,4,4,44,1,1,critical,"[500, 1000)","[1, 4)",real estate,skilled,no account,car,none,none,ownership,yes,True,male,male single,0
6,1209,4,4,47,1,1,delay,"[0, 100)",unemployed,building savings / life insurance,white color,petty,car,none,none,ownership,yes,True,male,male single,1
12,3077,2,4,52,1,1,so far so good,"[0, 100)","[1, 4)",car,skilled,no account,television,none,none,ownership,yes,True,male,male single,0
24,3757,4,4,62,1,1,so far so good,"[0, 100)","[7, inf)",none,skilled,no account,car,co-applicant,none,without payment,yes,True,female,female divorced/separated/married,0
10,1418,3,2,35,1,1,so far so good,"[100, 500)","[1, 4)",real estate,unskilled,no account,car,none,none,rent,none,False,male,male single,0
6,3518,2,3,26,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,skilled,no account,car,guarantor,none,rent,none,True,male,male single,0
12,1934,2,2,26,2,1,critical,"[0, 100)","[7, inf)",none,skilled,no account,television,none,none,ownership,none,True,male,male single,0
27,8318,2,4,42,2,1,no loans,"[0, 100)","[7, inf)",none,white color,petty,business,none,none,without payment,yes,True,female,female divorced/separated/married,1
6,1237,1,1,27,2,1,critical,"[100, 500)","[1, 4)",building savings / life insurance,skilled,no account,television,none,none,ownership,none,True,female,female divorced/separated/married,0
6,368,4,4,38,1,1,so far so good,no savings,"[7, inf)",building savings / life insurance,skilled,petty,television,none,none,ownership,none,True,male,male single,0
12,2122,3,2,39,2,2,critical,"[0, 100)","[1, 4)",real estate,unskilled,overdrawn,car,none,none,rent,none,False,male,male single,0
24,2996,2,4,20,1,1,so far so good,no savings,"[1, 4)",car,skilled,overdrawn,furniture,none,none,ownership,none,True,male,male married/widowed,1
36,9034,4,1,29,1,1,so far so good,"[100, 500)","[0, 1)",none,white color,petty,furniture,co-applicant,none,rent,yes,True,male,male single,1
24,1585,4,3,40,2,1,critical,"[0, 100)","[4, 7)",building savings / life insurance,skilled,no account,furniture,none,none,ownership,none,True,male,male single,0
18,1301,4,2,32,1,1,so far so good,"[0, 100)","[7, inf)",real estate,unskilled,petty,television,guarantor,none,ownership,none,True,male,male married/widowed,0
6,1323,2,4,28,2,2,critical,"[100, 500)","[7, inf)",car,skilled,salary,car,none,none,ownership,yes,True,male,male divorced/separated,0
24,3123,4,1,27,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,skilled,overdrawn,car,none,none,ownership,none,True,female,female divorced/separated/married,1
36,5493,2,4,42,1,2,so far so good,"[0, 100)","[7, inf)",none,skilled,overdrawn,used car,none,none,without payment,none,True,male,male single,0
9,1126,2,4,49,1,1,so far so good,"[100, 500)","[7, inf)",real estate,skilled,salary,television,none,none,ownership,none,True,male,male divorced/separated,0
24,1216,4,4,38,2,2,critical,"[100, 500)","[0, 1)",none,skilled,petty,television,none,loan,ownership,none,True,male,male single,1
24,1207,4,4,24,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,skilled,overdrawn,car,none,none,rent,none,True,female,female divorced/separated/married,1
10,1309,4,4,27,1,1,so far so good,no savings,"[1, 4)",building savings / life insurance,unskilled,no account,car,guarantor,none,ownership,none,True,male,male single,1
15,2360,2,2,36,1,1,critical,"[500, 1000)","[1, 4)",car,skilled,salary,used car,none,none,ownership,yes,True,male,male single,0
15,6850,1,2,34,1,2,duly paid back,"[100, 500)",unemployed,building savings / life insurance,white color,petty,car,none,none,ownership,yes,True,male,male single,1
24,1413,4,2,28,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,skilled,no account,television,none,none,ownership,none,True,male,male married/widowed,0
39,8588,4,2,45,1,1,so far so good,"[100, 500)","[7, inf)",car,white color,no account,used car,none,none,ownership,yes,True,male,male single,0
12,759,4,2,26,1,1,so far so good,"[0, 100)","[4, 7)",real estate,skilled,overdrawn,car,none,none,ownership,none,True,male,male single,1
36,4686,2,2,32,1,1,so far so good,"[0, 100)","[1, 4)",none,white color,no account,used car,none,none,without payment,yes,True,male,male single,0
15,2687,2,4,26,1,1,so far so good,"[0, 100)","[4, 7)",building savings / life insurance,skilled,salary,business,none,none,rent,yes,True,male,male single,0
12,585,4,4,20,2,1,delay,"[0, 100)","[1, 4)",real estate,skilled,petty,television,co-applicant,none,rent,none,True,male,male married/widowed,0
24,2255,4,1,54,1,1,so far so good,no savings,"[0, 1)",building savings / life insurance,skilled,no account,car,none,none,ownership,none,True,male,male single,0
6,609,4,3,37,2,1,critical,"[0, 100)","[4, 7)",building savings / life insurance,skilled,overdrawn,car,none,none,ownership,none,False,female,female divorced/separated/married,0
6,1361,2,4,40,1,2,critical,"[0, 100)","[0, 1)",real estate,unskilled,overdrawn,car,none,none,ownership,none,False,male,male single,0
36,7127,2,4,23,2,1,critical,"[0, 100)","[0, 1)",building savings / life insurance,skilled,no account,furniture,none,none,rent,yes,True,female,female divorced/separated/married,1
6,1203,3,2,43,1,1,so far so good,"[100, 500)","[7, inf)",building savings / life insurance,skilled,overdrawn,car,none,none,ownership,yes,True,male,male single,0
6,700,4,4,36,2,1,critical,no savings,"[7, inf)",none,skilled,no account,television,none,none,without payment,none,True,male,male single,0
24,5507,3,4,44,2,1,critical,"[0, 100)","[7, inf)",none,skilled,no account,repairs,none,none,without payment,none,True,male,male single,0
18,3190,2,2,24,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,overdrawn,television,none,none,ownership,none,True,female,female divorced/separated/married,1
48,7119,3,4,53,2,2,no loans,"[0, 100)","[1, 4)",none,skilled,overdrawn,furniture,none,none,without payment,none,True,male,male single,1
24,3488,3,4,23,1,1,so far so good,"[100, 500)","[4, 7)",car,skilled,no account,used car,none,none,ownership,none,True,female,female divorced/separated/married,0
18,1113,4,4,26,1,2,so far so good,"[0, 100)","[1, 4)",real estate,unskilled,petty,television,guarantor,none,ownership,none,True,female,female divorced/separated/married,0
26,7966,2,3,30,2,1,so far so good,"[0, 100)","[0, 1)",car,skilled,petty,used car,none,none,ownership,none,True,male,male single,0
15,1532,4,3,31,1,1,critical,"[100, 500)","[1, 4)",car,skilled,no account,education,none,none,ownership,none,True,female,female divorced/separated/married,0
4,1503,2,1,42,2,2,critical,"[0, 100)","[4, 7)",real estate,unskilled,no account,television,none,none,ownership,none,True,male,male single,0
36,2302,4,4,31,1,1,so far so good,"[0, 100)","[1, 4)",car,skilled,overdrawn,television,none,none,rent,none,True,male,male divorced/separated,1
6,662,3,4,41,1,2,so far so good,"[0, 100)","[0, 1)",real estate,unskilled,overdrawn,car,none,none,ownership,yes,True,male,male single,0
36,2273,3,1,32,2,2,so far so good,"[0, 100)","[4, 7)",car,skilled,petty,education,none,none,ownership,none,True,male,male single,0
15,2631,2,4,28,2,1,so far so good,"[100, 500)","[1, 4)",car,skilled,petty,car,none,none,rent,yes,True,female,female divorced/separated/married,1
12,1503,4,4,41,1,1,delay,"[0, 100)","[1, 4)",real estate,skilled,no account,used car,none,none,rent,none,True,male,male married/widowed,0
24,1311,4,3,26,1,1,so far so good,"[100, 500)","[4, 7)",building savings / life insurance,skilled,no account,television,none,none,ownership,yes,True,male,male married/widowed,0
24,3105,4,2,25,2,1,so far so good,no savings,"[0, 1)",car,skilled,no account,television,none,none,ownership,none,True,male,male single,0
21,2319,2,1,33,1,1,critical,"[0, 100)","[0, 1)",car,skilled,salary,education,none,none,rent,none,True,male,male divorced/separated,1
6,1374,4,3,75,1,1,so far so good,no savings,unemployed,building savings / life insurance,white color,overdrawn,car,none,none,ownership,yes,True,female,female divorced/separated/married,0
18,3612,3,4,37,1,1,critical,"[0, 100)","[7, inf)",building savings / life insurance,skilled,petty,furniture,none,none,ownership,yes,True,female,female divorced/separated/married,0
48,7763,4,4,42,1,1,so far so good,"[0, 100)","[7, inf)",none,white color,overdrawn,car,none,loan,without payment,none,True,male,male single,1
18,3049,1,1,45,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,unskilled,salary,furniture,none,consumer,ownership,none,True,female,female divorced/separated/married,0
12,1534,1,1,23,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,petty,television,none,none,rent,none,True,male,male married/widowed,1
24,2032,4,4,60,2,1,delay,"[0, 100)","[7, inf)",none,skilled,no account,car,none,none,without payment,yes,True,male,male single,0
30,6350,4,4,31,1,1,so far so good,no savings,"[7, inf)",building savings / life insurance,skilled,overdrawn,furniture,none,none,ownership,none,True,male,male single,1
18,2864,2,1,34,1,2,so far so good,"[0, 100)","[1, 4)",real estate,unskilled,salary,furniture,none,none,ownership,none,True,male,male single,1
12,1255,4,4,61,2,1,critical,"[0, 100)","[7, inf)",real estate,unskilled,no account,car,none,none,ownership,none,True,male,male single,0
24,1333,4,2,43,2,2,delay,"[0, 100)",unemployed,real estate,skilled,overdrawn,car,none,none,without payment,none,True,male,male single,1
24,2022,4,4,37,1,1,critical,"[0, 100)","[1, 4)",car,skilled,no account,car,none,none,ownership,yes,True,female,female divorced/separated/married,0
24,1552,3,1,32,1,2,so far so good,"[0, 100)","[4, 7)",car,skilled,no account,television,none,loan,ownership,none,True,male,male single,0
12,626,4,4,24,1,1,duly paid back,"[0, 100)","[1, 4)",real estate,unskilled,overdrawn,television,none,loan,ownership,none,True,female,female divorced/separated/married,1
48,8858,2,1,35,2,1,critical,no savings,"[4, 7)",none,skilled,no account,used car,none,none,without payment,yes,True,male,male single,0
12,996,4,4,23,2,1,critical,no savings,"[4, 7)",real estate,skilled,no account,repairs,none,none,ownership,none,True,female,female divorced/separated/married,0
6,1750,2,4,45,1,2,duly paid back,"[500, 1000)","[7, inf)",building savings / life insurance,unskilled,no account,television,none,loan,ownership,none,True,male,male single,0
48,6999,1,1,34,2,1,so far so good,"[0, 100)","[4, 7)",real estate,skilled,overdrawn,television,guarantor,none,ownership,yes,True,male,male married/widowed,1
12,1995,4,1,27,1,1,critical,"[100, 500)","[0, 1)",car,skilled,petty,car,none,none,ownership,none,True,male,male single,0
9,1199,4,4,67,2,1,so far so good,"[0, 100)","[4, 7)",building savings / life insurance,white color,petty,education,none,none,ownership,yes,True,female,female divorced/separated/married,0
12,1331,2,1,22,1,1,so far so good,"[0, 100)","[0, 1)",car,skilled,petty,television,none,consumer,ownership,none,True,male,male single,1
18,2278,3,3,28,2,1,no loans,"[100, 500)","[0, 1)",car,skilled,petty,car,none,none,ownership,none,True,female,female divorced/separated/married,1
21,5003,1,4,29,2,1,no loans,no savings,"[1, 4)",building savings / life insurance,skilled,no account,car,none,loan,ownership,yes,True,female,female divorced/separated/married,1
24,3552,3,4,27,1,1,duly paid back,"[0, 100)","[4, 7)",car,skilled,overdrawn,furniture,none,loan,ownership,none,True,male,male single,1
18,1928,2,2,31,2,1,critical,"[0, 100)","[0, 1)",real estate,unskilled,petty,furniture,none,none,ownership,none,True,male,male single,1
24,2964,4,4,49,1,2,so far so good,no savings,"[7, inf)",none,skilled,overdrawn,used car,none,loan,without payment,yes,True,male,male single,0
24,1546,4,4,24,1,1,duly paid back,"[0, 100)","[4, 7)",car,unskilled,overdrawn,television,guarantor,loan,rent,none,True,male,male single,1
6,683,2,1,29,1,1,delay,"[0, 100)","[0, 1)",building savings / life insurance,skilled,salary,television,none,loan,ownership,none,True,female,female divorced/separated/married,0
36,12389,1,4,37,1,1,so far so good,no savings,"[1, 4)",none,skilled,petty,car,none,none,without payment,yes,True,male,male single,1
24,4712,4,2,37,2,1,delay,no savings,"[1, 4)",building savings / life insurance,white color,petty,business,none,loan,ownership,yes,True,male,male single,0
24,1553,3,2,23,2,1,delay,"[100, 500)","[4, 7)",building savings / life insurance,skilled,petty,television,none,none,rent,yes,True,female,female divorced/separated/married,0
12,1372,2,3,36,1,1,so far so good,"[0, 100)","[4, 7)",car,skilled,overdrawn,car,none,none,ownership,none,True,male,male divorced/separated,1
24,2578,2,2,34,1,1,critical,"[1000, inf)","[7, inf)",car,skilled,no account,television,none,none,ownership,none,True,male,male single,0
48,3979,4,1,41,2,2,so far so good,no savings,"[4, 7)",car,skilled,petty,television,none,none,ownership,yes,True,male,male single,0
48,6758,3,2,31,1,1,so far so good,"[0, 100)","[1, 4)",car,skilled,overdrawn,television,none,none,ownership,yes,True,female,female divorced/separated/married,1
24,3234,4,4,23,1,1,so far so good,"[0, 100)","[0, 1)",real estate,unskilled,overdrawn,furniture,none,none,rent,yes,True,female,female divorced/separated/married,1
30,5954,3,2,38,1,1,critical,"[0, 100)","[4, 7)",car,skilled,no account,television,co-applicant,none,ownership,none,True,male,male single,0
24,5433,2,4,26,1,1,so far so good,no savings,unemployed,building savings / life insurance,white color,no account,used car,none,none,rent,yes,True,female,female divorced/separated/married,0
15,806,4,4,22,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,unskilled,overdrawn,business,none,none,ownership,none,True,female,female divorced/separated/married,0
9,1082,4,4,27,2,1,so far so good,"[0, 100)","[7, inf)",car,unskilled,petty,television,none,none,ownership,none,True,male,male single,0
15,2788,2,3,24,2,1,critical,"[0, 100)","[4, 7)",car,skilled,no account,furniture,co-applicant,loan,ownership,none,True,female,female divorced/separated/married,0
12,2930,2,1,27,1,1,so far so good,"[0, 100)","[4, 7)",real estate,skilled,petty,television,none,none,ownership,none,True,female,female divorced/separated/married,0
24,1927,3,2,33,2,1,critical,no savings,"[1, 4)",car,skilled,no account,education,none,none,ownership,yes,True,female,female divorced/separated/married,0
36,2820,4,4,27,2,1,critical,"[0, 100)","[0, 1)",car,skilled,petty,car,none,none,ownership,none,True,male,male divorced/separated,1
24,937,4,3,27,2,1,so far so good,"[0, 100)","[0, 1)",car,unskilled,no account,retraining,none,none,ownership,none,True,male,male married/widowed,0
18,1056,3,3,30,2,1,critical,"[0, 100)","[7, inf)",real estate,skilled,petty,car,guarantor,loan,ownership,none,True,male,male single,1
12,3124,1,3,49,2,2,critical,"[0, 100)","[0, 1)",real estate,unskilled,petty,car,none,loan,ownership,none,True,male,male single,0
9,1388,4,2,26,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,no account,furniture,none,none,rent,none,True,female,female divorced/separated/married,0
36,2384,4,1,33,1,1,so far so good,"[0, 100)","[0, 1)",none,unskilled,petty,repairs,none,none,rent,none,True,male,male single,1
12,2133,4,4,52,1,1,so far so good,no savings,"[7, inf)",none,white color,no account,car,none,none,without payment,yes,True,female,female divorced/separated/married,0
18,2039,1,4,20,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,overdrawn,furniture,none,loan,rent,none,True,female,female divorced/separated/married,1
9,2799,2,2,36,2,2,critical,"[0, 100)","[1, 4)",real estate,skilled,overdrawn,car,none,none,rent,none,True,male,male single,0
12,1289,4,1,21,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,unskilled,overdrawn,furniture,guarantor,none,ownership,none,True,male,male single,0
